type,datum,NIS,kieskring,mandaten,"ingeschreven
kiezers",stembiljetten,blanco&ongeldig,lijstnr,lijst,"aantal
kandidaten",lijststemmen cat.1,lijststemmen cat.2,stemcijfer,verkiesbaarheidscijfer,verkregen zetels
CG,14/10/2018,34013,Harelbeke,29,21572,20465,969,3,CD&V,29,811,3623,4434,3880,7
CG,14/10/2018,34013,Harelbeke,29,21572,20465,969,5,VLAAMS BELANG,4,1286,637,1923,1282,2
CG,14/10/2018,34013,Harelbeke,29,21572,20465,969,6,Open Vld +,29,733,2658,3391,2826,5
CG,14/10/2018,34013,Harelbeke,29,21572,20465,969,7,HARELBEKE VOORUIT,1,253,436,689,,0
CG,14/10/2018,71022,Hasselt,41,60656,55800,2135,2,N-VA,41,3891,11491,15382,14199,12
CG,14/10/2018,71022,Hasselt,41,60656,55800,2135,3,CD&V,41,1836,9397,11233,10110,9
CG,14/10/2018,71022,Hasselt,41,60656,55800,2135,5,VLAAMS BELANG,23,2136,2301,4437,3328,3
CG,14/10/2018,71022,Hasselt,41,60656,55800,2135,6,Open Vld,41,1259,4304,5563,4451,4
CG,14/10/2018,71022,Hasselt,41,60656,55800,2135,7,PVDA,41,1205,2292,3497,2332,2
CG,14/10/2018,71022,Hasselt,41,60656,55800,2135,8,Rood Groen + Hasselt,41,2482,11071,13553,12424,11
CG,14/10/2018,72038,Hechtel-Eksel,23,9096,8557,316,1,sp.a,10,116,445,561,281,1
CG,14/10/2018,72038,Hechtel-Eksel,23,9096,8557,316,2,N-VA,17,218,383,601,301,1
CG,14/10/2018,72038,Hechtel-Eksel,23,9096,8557,316,3,CD&V,23,131,1400,1531,1225,4
CG,14/10/2018,72038,Hechtel-Eksel,23,9096,8557,316,4,Groen,13,175,432,607,304,1
CG,14/10/2018,72038,Hechtel-Eksel,23,9096,8557,316,7,HE lijst burgemeestr,23,529,4412,4941,4651,16
CG,14/10/2018,73022,Heers,19,5767,5565,239,2,N-VA,19,201,708,909,682,3
CG,14/10/2018,73022,Heers,19,5767,5565,239,3,CD&V,19,105,923,1028,771,3
CG,14/10/2018,73022,Heers,19,5767,5565,239,7,VLDUMONT,19,290,2337,2627,2409,11
CG,14/10/2018,73022,Heers,19,5767,5565,239,8,Hecht,19,114,648,762,508,2
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,2,N-VA,35,2331,4874,7205,6550,10
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,3,CD&V,35,1132,6295,7427,6752,10
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,4,Groen,35,1106,1251,2357,1572,2
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,5,VLAAMS BELANG,11,1842,1399,3241,2593,4
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,6,Open Vld,35,623,2388,3011,2259,3
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,7,eta+,35,633,1797,2430,1620,2
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,8,PRO Heist,35,697,2909,3606,2885,4
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,9,PVDA,11,284,392,676,,0
CG,14/10/2018,12014,Heist-op-den-Berg,35,34034,31725,1370,10,A&B,1,184,218,402,,0
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,1,sp.a-waazienHgeire,21,169,907,1076,807,3
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,2,N-VA,21,521,679,1200,960,4
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,3,CD&V GROEN,21,372,2173,2545,2291,9
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,5,VLAAMS BELANG,16,341,599,940,627,2
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,6,Open Vld,21,130,513,643,322,1
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,7,PVDA,11,92,213,305,,0
CG,14/10/2018,11018,Hemiksem,21,8443,7795,205,8,Hemiksem Vooruit,15,116,765,881,588,2
CG,14/10/2018,24038,Herent,27,16393,15393,615,1,sp.a,27,304,1422,1726,1295,3
CG,14/10/2018,24038,Herent,27,16393,15393,615,2,N-VA,27,1200,2420,3620,3168,7
CG,14/10/2018,24038,Herent,27,16393,15393,615,3,CD&V,27,476,2424,2900,2486,6
CG,14/10/2018,24038,Herent,27,16393,15393,615,4,Groen,27,1136,2018,3154,2704,6
CG,14/10/2018,24038,Herent,27,16393,15393,615,6,Open Vld,22,764,1084,1848,1386,3
CG,14/10/2018,24038,Herent,27,16393,15393,615,7,Herent 21,27,382,1148,1530,1020,2
CG,14/10/2018,13011,Herentals,29,22211,20493,700,1,sp.a,29,710,3579,4289,3753,7
CG,14/10/2018,13011,Herentals,29,22211,20493,700,2,N-VA,29,1028,3888,4916,4425,9
CG,14/10/2018,13011,Herentals,29,22211,20493,700,3,CD&V,29,457,3439,3896,3340,6
CG,14/10/2018,13011,Herentals,29,22211,20493,700,4,Groen,29,594,1463,2057,1543,3
CG,14/10/2018,13011,Herentals,29,22211,20493,700,5,VLAAMS BELANG,10,755,1245,2000,1500,3
CG,14/10/2018,13011,Herentals,29,22211,20493,700,6,Open Vld HNM,29,240,719,959,,0
CG,14/10/2018,13011,Herentals,29,22211,20493,700,7,Stadslijst,29,195,943,1138,569,1
CG,14/10/2018,13011,Herentals,29,22211,20493,700,8,Herentals-Anders,15,135,403,538,,0
CG,14/10/2018,13012,Herenthout,19,7105,6632,278,3,CD&V,19,128,930,1058,794,3
CG,14/10/2018,13012,Herenthout,19,7105,6632,278,5,VLAAMS BELANG,7,176,271,447,,0
CG,14/10/2018,13012,Herenthout,19,7105,6632,278,7,GBL,19,132,1587,1719,1474,6
CG,14/10/2018,13012,Herenthout,19,7105,6632,278,8,EENHEID - N-VA,19,351,1910,2261,2010,8
CG,14/10/2018,13012,Herenthout,19,7105,6632,278,9,S.A.M.E.N.,11,124,745,869,580,2
CG,14/10/2018,71024,Herk-de-Stad,23,10026,9598,441,1,sp.a,23,290,1758,2048,1756,6
CG,14/10/2018,71024,Herk-de-Stad,23,10026,9598,441,2,N-VA NIEUW,23,486,1765,2251,1930,6
CG,14/10/2018,71024,Herk-de-Stad,23,10026,9598,441,3,CD&V,23,274,1587,1861,1551,5
CG,14/10/2018,71024,Herk-de-Stad,23,10026,9598,441,4,Groen,11,280,298,578,289,1
CG,14/10/2018,71024,Herk-de-Stad,23,10026,9598,441,6,Open Vld,23,303,1676,1979,1650,5
CG,14/10/2018,71024,Herk-de-Stad,23,10026,9598,441,7,He-He !,9,180,260,440,,0
CG,14/10/2018,23032,Herne,17,5216,4949,147,2,N-VA,5,183,246,429,,0
CG,14/10/2018,23032,Herne,17,5216,4949,147,3,CD&V,17,300,3356,3656,3428,15
CG,14/10/2018,23032,Herne,17,5216,4949,147,7,KWADRANTplus,17,128,589,717,478,2
CG,14/10/2018,13013,Herselt,23,11705,10792,534,1,sp.a,11,145,264,409,,0
CG,14/10/2018,13013,Herselt,23,11705,10792,534,2,N-VA,23,601,2425,3026,2690,8
CG,14/10/2018,13013,Herselt,23,11705,10792,534,3,CD&V+2230,23,444,3425,3869,3518,10
CG,14/10/2018,13013,Herselt,23,11705,10792,534,4,Groen Herselt,8,294,429,723,362,1
CG,14/10/2018,13013,Herselt,23,11705,10792,534,7,MENSEN MET MENSEN,23,353,1576,1929,1544,4
CG,14/10/2018,13013,Herselt,23,11705,10792,534,8,PVDA,12,135,167,302,,0
CG,14/10/2018,73028,Herstappe,7,71,72,5,7,GB-IC,7,1,38,39,32,4
CG,14/10/2018,73028,Herstappe,7,71,72,5,8,Herstappe +,4,1,27,28,21,3
CG,14/10/2018,41027,Herzele,25,14233,13574,570,2,N-VA,25,862,918,1780,1335,3
CG,14/10/2018,41027,Herzele,25,14233,13574,570,3,CD&V en Partners,25,306,2246,2552,2127,5
CG,14/10/2018,41027,Herzele,25,14233,13574,570,6,Open Vld,25,689,5015,5704,5297,13
CG,14/10/2018,41027,Herzele,25,14233,13574,570,7,LEEF! & GROEN,25,615,912,1527,1018,2
CG,14/10/2018,41027,Herzele,25,14233,13574,570,8,roodgroen,25,282,1159,1441,961,2
CG,14/10/2018,71070,Heusden-Zolder,31,24989,22892,873,1,sp.a,31,346,4205,4551,3983,7
CG,14/10/2018,71070,Heusden-Zolder,31,24989,22892,873,2,N-VA,31,1070,1891,2961,2369,4
CG,14/10/2018,71070,Heusden-Zolder,31,24989,22892,873,3,CD&V-GROEN,31,696,3464,4160,3566,6
CG,14/10/2018,71070,Heusden-Zolder,31,24989,22892,873,5,VLAAMS BELANG,31,939,1378,2317,1738,3
CG,14/10/2018,71070,Heusden-Zolder,31,24989,22892,873,7,G|O|E|D,31,901,6320,7221,6620,11
CG,14/10/2018,71070,Heusden-Zolder,31,24989,22892,873,8,VOLUIT HZ,31,182,627,809,,0
CG,14/10/2018,33039,Heuvelland,19,5968,5752,363,2,N-VA,19,145,687,832,555,2
CG,14/10/2018,33039,Heuvelland,19,5968,5752,363,3,CD&V,19,208,1204,1412,1177,5
CG,14/10/2018,33039,Heuvelland,19,5968,5752,363,7,GEMEENTEBELANGEN,19,378,2417,2795,2580,12
CG,14/10/2018,33039,Heuvelland,19,5968,5752,363,8,HEUVELLAND,8,145,205,350,,0
CG,14/10/2018,24041,Hoegaarden,17,5249,4972,199,1,sp.a,9,183,329,512,256,1
CG,14/10/2018,24041,Hoegaarden,17,5249,4972,199,2,N-VA,17,263,589,852,639,3
CG,14/10/2018,24041,Hoegaarden,17,5249,4972,199,3,CD&V,17,250,2162,2412,2193,10
CG,14/10/2018,24041,Hoegaarden,17,5249,4972,199,7,Gewoon WIT,17,243,754,997,748,3
CG,14/10/2018,23033,Hoeilaart,21,7428,6795,234,2,N-VA,17,173,294,467,,0
CG,14/10/2018,23033,Hoeilaart,21,7428,6795,234,3,CD&V,21,136,1354,1490,1242,5
CG,14/10/2018,23033,Hoeilaart,21,7428,6795,234,6,Open Vld,21,460,2796,3256,3006,12
CG,14/10/2018,23033,Hoeilaart,21,7428,6795,234,7,PRO Hoeilaart,21,355,993,1348,1079,4
CG,14/10/2018,73032,Hoeselt,21,7583,7205,324,2,N-VA/Nieuw,21,339,1099,1438,1151,4
CG,14/10/2018,73032,Hoeselt,21,7583,7205,324,7,WIJ HOESELT,21,184,820,1004,670,2
CG,14/10/2018,73032,Hoeselt,21,7583,7205,324,8,BEST GROEN,21,369,1446,1815,1556,6
CG,14/10/2018,73032,Hoeselt,21,7583,7205,324,9,VLD plus,21,272,2352,2624,2362,9
CG,14/10/2018,24043,Holsbeek,21,7750,7261,206,1,sp.a,21,113,247,360,,0
CG,14/10/2018,24043,Holsbeek,21,7750,7261,206,2,N-VA,21,355,767,1122,842,3
CG,14/10/2018,24043,Holsbeek,21,7750,7261,206,3,CD&V Holsbeek,21,406,1988,2394,2155,9
CG,14/10/2018,24043,Holsbeek,21,7750,7261,206,4,Groen,21,333,647,980,735,3
CG,14/10/2018,24043,Holsbeek,21,7750,7261,206,6,Open Vld,21,144,657,801,534,2
CG,14/10/2018,24043,Holsbeek,21,7750,7261,206,7,Holsbeek Beweegt,21,201,1197,1398,1119,4
CG,14/10/2018,36006,Hooglede,21,7796,7379,376,3,CD&V,21,366,1953,2319,2030,7
CG,14/10/2018,36006,Hooglede,21,7796,7379,376,7,Groep 21,21,421,1911,2332,2073,8
CG,14/10/2018,36006,Hooglede,21,7796,7379,376,8,Allen 8830,21,379,1574,1953,1674,6
CG,14/10/2018,36006,Hooglede,21,7796,7379,376,9,Anders,2,117,282,399,,0
CG,14/10/2018,13014,Hoogstraten,27,12881,12059,424,2,N-VA,27,556,1777,2333,1945,5
CG,14/10/2018,13014,Hoogstraten,27,12881,12059,424,3,CD&V,27,371,3008,3379,3004,8
CG,14/10/2018,13014,Hoogstraten,27,12881,12059,424,7,HOOGSTRATEN LEEFT,27,427,3975,4402,4036,11
CG,14/10/2018,13014,Hoogstraten,27,12881,12059,424,8,anders,27,340,1181,1521,1141,3
CG,14/10/2018,45062,Horebeke,11,1669,1581,47,2,N-VA / CD&V,9,80,293,373,249,2
CG,14/10/2018,45062,Horebeke,11,1669,1581,47,4,Groen,11,64,269,333,222,2
CG,14/10/2018,45062,Horebeke,11,1669,1581,47,7,Volksbelangen,11,69,759,828,725,7
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,1,sp.a Groen Plus,31,535,4788,5323,4791,9
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,2,N-VA,31,997,1828,2825,2260,4
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,3,CD&V,31,460,3964,4424,3871,7
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,5,VLAAMS BELANG,12,882,1131,2013,1510,3
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,7,U&wij,31,57,398,455,,0
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,8,BUUR,31,799,3637,4436,3944,8
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,9,BE ONE,3,2,67,69,,0
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,10,PVDA,15,172,436,608,,0
CG,14/10/2018,72039,Houthalen-Helchteren,31,22556,21132,903,11,ECHT,1,26,50,76,,0
CG,14/10/2018,32006,Houthulst,21,7664,7228,464,1,sp.a,21,167,694,861,574,2
CG,14/10/2018,32006,Houthulst,21,7664,7228,464,2,N-VA,21,266,1555,1821,1561,6
CG,14/10/2018,32006,Houthulst,21,7664,7228,464,3,CD&V Plus,21,260,2940,3200,2972,13
CG,14/10/2018,32006,Houthulst,21,7664,7228,464,6,Open Vld,21,124,304,428,,0
CG,14/10/2018,32006,Houthulst,21,7664,7228,464,7,LOKAAL 8650,21,84,280,364,,0
CG,14/10/2018,32006,Houthulst,21,7664,7228,464,8,IK,1,55,35,90,,0
CG,14/10/2018,11021,Hove,19,6393,5895,125,2,N-VA,19,563,1107,1670,1432,6
CG,14/10/2018,11021,Hove,19,6393,5895,125,5,VLAAMS BELANG,3,117,178,295,,0
CG,14/10/2018,11021,Hove,19,6393,5895,125,7,Hove Beweegt,19,306,932,1238,991,4
CG,14/10/2018,11021,Hove,19,6393,5895,125,8,Fan van Hove,19,244,877,1121,897,4
CG,14/10/2018,11021,Hove,19,6393,5895,125,9,pH7-Positief Hove,19,251,1195,1446,1205,5
CG,14/10/2018,24045,Huldenberg,21,7258,6745,250,2,N-VA,21,314,963,1277,1022,4
CG,14/10/2018,24045,Huldenberg,21,7258,6745,250,3,CD&V,21,124,1085,1209,968,4
CG,14/10/2018,24045,Huldenberg,21,7258,6745,250,4,Groen,21,308,831,1139,855,3
CG,14/10/2018,24045,Huldenberg,21,7258,6745,250,6,Open Vld Huldenberg,21,387,2483,2870,2610,10
CG,14/10/2018,13016,Hulshout,21,8410,7902,534,1,sp.a,9,168,294,462,,0
CG,14/10/2018,13016,Hulshout,21,8410,7902,534,2,N-VA,21,591,1855,2446,2175,8
CG,14/10/2018,13016,Hulshout,21,8410,7902,534,3,CD&V,21,249,2931,3180,2915,11
CG,14/10/2018,13016,Hulshout,21,8410,7902,534,4,Groen,19,219,563,782,522,2
CG,14/10/2018,13016,Hulshout,21,8410,7902,534,6,Open Vld,10,145,353,498,,0
CG,14/10/2018,35006,Ichtegem,23,11077,10467,506,1,sp.a & co,23,235,569,804,402,1
CG,14/10/2018,35006,Ichtegem,23,11077,10467,506,3,CD&V,23,230,2658,2888,2527,7
CG,14/10/2018,35006,Ichtegem,23,11077,10467,506,5,VLAAMS BELANG,3,512,366,878,439,1
CG,14/10/2018,35006,Ichtegem,23,11077,10467,506,7,Liberaal 2018,23,285,2508,2793,2444,7
CG,14/10/2018,35006,Ichtegem,23,11077,10467,506,8,W.I.T.,23,495,2103,2598,2274,7
CG,14/10/2018,33011,Ieper,31,27484,25265,1257,1,sp.a,31,616,3277,3893,3245,5
CG,14/10/2018,33011,Ieper,31,27484,25265,1257,2,N-VA,31,875,1856,2731,2049,3
CG,14/10/2018,33011,Ieper,31,27484,25265,1257,3,CD&V,31,811,6084,6895,6269,10
CG,14/10/2018,33011,Ieper,31,27484,25265,1257,4,Groen,31,992,1339,2331,1554,2
CG,14/10/2018,33011,Ieper,31,27484,25265,1257,5,VLAAMS BELANG,23,1276,1036,2312,1542,2
CG,14/10/2018,33011,Ieper,31,27484,25265,1257,7,Open Ieper,31,927,4919,5846,5262,9
CG,14/10/2018,36007,Ingelmunster,21,8588,8181,388,1,sp.a+,21,330,953,1283,963,3
CG,14/10/2018,36007,Ingelmunster,21,8588,8181,388,3,CD&V,21,255,1699,1954,1629,5
CG,14/10/2018,36007,Ingelmunster,21,8588,8181,388,7,DE BRUG/N-VA/OpenVLD,21,651,3684,4335,4026,13
CG,14/10/2018,36007,Ingelmunster,21,8588,8181,388,8,VV&C,1,89,132,221,,0
CG,14/10/2018,36008,Izegem,29,21866,20388,971,1,sp.a,29,579,987,1566,1044,2
CG,14/10/2018,36008,Izegem,29,21866,20388,971,2,N-VA,29,1709,5248,6957,6461,13
CG,14/10/2018,36008,Izegem,29,21866,20388,971,3,CD&V,29,638,1672,2310,1733,3
CG,14/10/2018,36008,Izegem,29,21866,20388,971,4,Groen,29,744,992,1736,1158,2
CG,14/10/2018,36008,Izegem,29,21866,20388,971,5,VLAAMS BELANG,29,1250,1019,2269,1702,3
CG,14/10/2018,36008,Izegem,29,21866,20388,971,6,Open Vld,29,346,1060,1406,703,1
CG,14/10/2018,36008,Izegem,29,21866,20388,971,7,STiP,29,593,2580,3173,2645,5
CG,14/10/2018,31012,Jabbeke,23,11226,10618,310,1,sp.a,15,213,603,816,408,1
CG,14/10/2018,31012,Jabbeke,23,11226,10618,310,2,N-VA,23,713,1569,2282,1902,5
CG,14/10/2018,31012,Jabbeke,23,11226,10618,310,3,CD&V,23,336,4605,4941,4612,14
CG,14/10/2018,31012,Jabbeke,23,11226,10618,310,4,Groen,15,693,606,1299,866,2
CG,14/10/2018,31012,Jabbeke,23,11226,10618,310,5,VLAAMS BELANG,19,533,437,970,485,1
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,1,sp.a,25,148,612,760,380,1
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,2,N-VA,25,731,1965,2696,2311,6
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,3,CD&V,25,602,4796,5398,5039,14
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,4,Groen,25,447,776,1223,816,2
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,5,VLAAMS BELANG,9,283,652,935,468,1
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,6,Open Vld,15,189,588,777,389,1
CG,14/10/2018,11022,Kalmthout,25,13455,12383,229,7,PVDA,13,113,252,365,,0
CG,14/10/2018,23038,Kampenhout,21,9098,8680,249,2,N-VA,21,427,1008,1435,1077,3
CG,14/10/2018,23038,Kampenhout,21,9098,8680,249,4,Groen,21,333,621,954,636,2
CG,14/10/2018,23038,Kampenhout,21,9098,8680,249,5,VLAAMS BELANG,9,255,360,615,308,1
CG,14/10/2018,23038,Kampenhout,21,9098,8680,249,6,Open Vld,21,307,2066,2373,2034,6
CG,14/10/2018,23038,Kampenhout,21,9098,8680,249,7,Team Burgemeester,21,410,2644,3054,2749,9
CG,14/10/2018,11023,Kapellen,29,20193,18448,471,1,sp.a - Groen,29,707,1491,2198,1649,3
CG,14/10/2018,11023,Kapellen,29,20193,18448,471,2,N-VA,29,1259,3480,4739,4213,8
CG,14/10/2018,11023,Kapellen,29,20193,18448,471,3,CD&V,20,273,718,991,496,1
CG,14/10/2018,11023,Kapellen,29,20193,18448,471,5,VLAAMS BELANG,25,658,1179,1837,1225,2
CG,14/10/2018,11023,Kapellen,29,20193,18448,471,6,Open Vld,29,1337,6310,7647,7170,15
CG,14/10/2018,11023,Kapellen,29,20193,18448,471,7,PVDA,19,194,371,565,,0
CG,14/10/2018,23039,Kapelle-op-den-Bos,21,7389,6992,283,2,N-VA,21,836,1697,2533,2280,9
CG,14/10/2018,23039,Kapelle-op-den-Bos,21,7389,6992,283,3,CD&V,21,282,1632,1914,1641,6
CG,14/10/2018,23039,Kapelle-op-den-Bos,21,7389,6992,283,4,Groen,21,380,830,1210,908,3
CG,14/10/2018,23039,Kapelle-op-den-Bos,21,7389,6992,283,7,proKA,21,183,869,1052,789,3
CG,14/10/2018,43007,Kaprijke,17,5070,4797,293,7,CD&V-NVA-Groen-Onafh,17,242,2045,2287,2059,9
CG,14/10/2018,43007,Kaprijke,17,5070,4797,293,8,Samen,17,235,1982,2217,1971,8
CG,14/10/2018,13017,Kasterlee,25,14670,13789,494,1,sp.a,8,168,295,463,,0
CG,14/10/2018,13017,Kasterlee,25,14670,13789,494,2,N-VA/Open Vld,25,977,3321,4298,3869,9
CG,14/10/2018,13017,Kasterlee,25,14670,13789,494,3,CD&V,25,669,5063,5732,5323,13
CG,14/10/2018,13017,Kasterlee,25,14670,13789,494,4,Groen,25,447,1123,1570,1047,2
CG,14/10/2018,13017,Kasterlee,25,14670,13789,494,5,VLAAMS BELANG,1,501,731,1232,616,1
CG,14/10/2018,24048,Keerbergen,23,9947,9240,251,1,sp.a,12,94,224,318,,0
CG,14/10/2018,24048,Keerbergen,23,9947,9240,251,2,N-VA,23,640,1864,2504,2191,7
CG,14/10/2018,24048,Keerbergen,23,9947,9240,251,3,CD&V,23,153,1417,1570,1256,4
CG,14/10/2018,24048,Keerbergen,23,9947,9240,251,4,Groen,18,339,655,994,663,2
CG,14/10/2018,24048,Keerbergen,23,9947,9240,251,6,Open Vld,23,497,2923,3420,3110,10
CG,14/10/2018,24048,Keerbergen,23,9947,9240,251,7,LSP-Consequent Links,9,57,126,183,,0
CG,14/10/2018,72018,Kinrooi,23,8427,8027,463,1,sp.a,23,120,742,862,575,2
CG,14/10/2018,72018,Kinrooi,23,8427,8027,463,2,N-VA,23,363,958,1321,1057,4
CG,14/10/2018,72018,Kinrooi,23,8427,8027,463,3,CD&V,23,537,4087,4624,4352,16
CG,14/10/2018,72018,Kinrooi,23,8427,8027,463,7,GBK,23,139,618,757,379,1
CG,14/10/2018,45060,Kluisbergen,17,5099,4892,261,2,N-VA,17,151,431,582,291,1
CG,14/10/2018,45060,Kluisbergen,17,5099,4892,261,3,CD&V PLUS,17,215,1203,1418,1182,5
CG,14/10/2018,45060,Kluisbergen,17,5099,4892,261,7,GEMEENTEBELANGEN,17,356,2275,2631,2412,11
CG,14/10/2018,31043,Knokke-Heist,31,27221,23853,639,2,N-VA,31,1247,2504,3751,3001,4
CG,14/10/2018,31043,Knokke-Heist,31,27221,23853,639,4,GROEN-sp.a,31,599,1198,1797,899,1
CG,14/10/2018,31043,Knokke-Heist,31,27221,23853,639,5,VLAAMS BELANG,15,605,756,1361,681,1
CG,14/10/2018,31043,Knokke-Heist,31,27221,23853,639,7,GEMEENTEBELANGEN,31,1630,14675,16305,15678,25
CG,14/10/2018,32010,Koekelare,19,6975,6627,254,1,sp.a,19,330,2169,2499,2272,10
CG,14/10/2018,32010,Koekelare,19,6975,6627,254,2,N-VA,19,141,496,637,319,1
CG,14/10/2018,32010,Koekelare,19,6975,6627,254,3,CD&V,19,126,1341,1467,1223,5
CG,14/10/2018,32010,Koekelare,19,6975,6627,254,6,Open Vld,19,105,974,1079,810,3
CG,14/10/2018,32010,Koekelare,19,6975,6627,254,7,Open Liberaal,19,35,408,443,,0
CG,14/10/2018,32010,Koekelare,19,6975,6627,254,8,KOEKELARE VOORUIT,14,83,165,248,,0
CG,14/10/2018,38014,Koksijde,27,18779,16825,528,1,sp.a,27,333,1087,1420,710,1
CG,14/10/2018,38014,Koksijde,27,18779,16825,528,2,N-VA,27,780,3542,4322,3842,8
CG,14/10/2018,38014,Koksijde,27,18779,16825,528,5,VLAAMS BELANG,5,273,316,589,,0
CG,14/10/2018,38014,Koksijde,27,18779,16825,528,7,Lijst Burgemeester,27,881,5858,6739,6258,13
CG,14/10/2018,38014,Koksijde,27,18779,16825,528,8,Koksijde Vooruit,27,670,2557,3227,2690,5
CG,14/10/2018,11024,Kontich,27,16333,15178,326,1,sp.a,14,229,354,583,,0
CG,14/10/2018,11024,Kontich,27,16333,15178,326,2,N-VA,27,1603,3132,4735,4305,10
CG,14/10/2018,11024,Kontich,27,16333,15178,326,3,CD&V,27,524,2111,2635,2196,5
CG,14/10/2018,11024,Kontich,27,16333,15178,326,5,VLAAMS BELANG,13,503,724,1227,818,2
CG,14/10/2018,11024,Kontich,27,16333,15178,326,6,Open Vld,27,492,2173,2665,2221,5
CG,14/10/2018,11024,Kontich,27,16333,15178,326,7,DORPSLIJST SANDER,27,682,1830,2512,2094,5
CG,14/10/2018,11024,Kontich,27,16333,15178,326,8,PVDA,7,190,305,495,,0
CG,14/10/2018,32011,Kortemark,23,9950,9405,522,2,N-VA,23,346,514,860,574,2
CG,14/10/2018,32011,Kortemark,23,9950,9405,522,3,CD&V,23,342,2698,3040,2736,9
CG,14/10/2018,32011,Kortemark,23,9950,9405,522,6,Open Vld,23,299,2727,3026,2724,9
CG,14/10/2018,32011,Kortemark,23,9950,9405,522,7,Eerlijk & Bezorgd,15,293,805,1098,732,2
CG,14/10/2018,32011,Kortemark,23,9950,9405,522,8,CONTENT,20,239,620,859,430,1
CG,14/10/2018,24054,Kortenaken,19,6307,6114,249,1,sp.a,19,132,732,864,576,2
CG,14/10/2018,24054,Kortenaken,19,6307,6114,249,2,N-VA,19,320,625,945,709,3
CG,14/10/2018,24054,Kortenaken,19,6307,6114,249,3,CD&V,19,185,1513,1698,1456,6
CG,14/10/2018,24054,Kortenaken,19,6307,6114,249,6,Open Vld,19,239,2119,2358,2096,8
CG,14/10/2018,24055,Kortenberg,27,14454,13324,533,1,sp.a,21,173,446,619,,0
CG,14/10/2018,24055,Kortenberg,27,14454,13324,533,2,N-VA,27,811,2173,2984,2611,7
CG,14/10/2018,24055,Kortenberg,27,14454,13324,533,3,CD&V,27,402,3778,4180,3832,11
CG,14/10/2018,24055,Kortenberg,27,14454,13324,533,4,Groen,27,690,1016,1706,1280,3
CG,14/10/2018,24055,Kortenberg,27,14454,13324,533,6,Open Vld,27,403,2013,2416,2014,5
CG,14/10/2018,24055,Kortenberg,27,14454,13324,533,7,KNV,21,311,575,886,443,1
CG,14/10/2018,73040,Kortessem,19,6709,6473,337,1,sp.a,19,166,510,676,338,1
CG,14/10/2018,73040,Kortessem,19,6709,6473,337,2,N-VA,19,218,683,901,601,2
CG,14/10/2018,73040,Kortessem,19,6709,6473,337,3,CD&V,19,321,2339,2660,2419,10
CG,14/10/2018,73040,Kortessem,19,6709,6473,337,6,Open Vld,19,209,1527,1736,1488,6
CG,14/10/2018,73040,Kortessem,19,6709,6473,337,7,DORPSPARTIJ,14,78,85,163,,0
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,1,SP.A KORTRIJK,41,1282,6053,7335,6288,6
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,2,N-VA,41,2023,3652,5675,4540,4
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,3,CD&V 4.0,41,1248,7284,8532,7466,7
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,4,Groen,41,1867,3192,5059,4048,4
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,5,VLAAMS BELANG,41,2765,3359,6124,5104,5
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,7,Team Burgemeester,41,2892,13008,15900,14907,15
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,8,KORTRIJK VOORUIT,41,252,899,1151,,0
